corpus	text	refind	label	description	class	relations	notes
cypgreek	minaes	0004	girl	daughter of the poor sister	hum	< 0003	
cypgreek	minaes	0005	two boys	two sons of the poor sister	hum	< 0003	
cypgreek	minaes	0006	girl	daughter of the rich sister	hum		child of 001
cypgreek	minaes	0007	bread	made by the poor sister for the rich sister	mss		
cypgreek	minaes	0008	hands	of the poor sister	bdp	M 0002	
cypgreek	minaes	0009	dough	of the kneaded bread	mss		
cypgreek	minaes	0010	handkerchief		inm		
cypgreek	minaes	0011	korn'axtos		inm		
cypgreek	minaes	0012	apron		inm		
cypgreek	minaes	0013	flour		mss		
cypgreek	minaes	0014	ghruta		mss		
cypgreek	minaes	0015	it	the food the poor sister makes from the rest of the kneaded bread	mss		
cypgreek	minaes	0016	they	the rich sister and her best woman	hum	> 0001, 0023	
cypgreek	minaes	0017	milk		mss		depicted reality
cypgreek	minaes	0018	tea		mss		depicted reality
cypgreek	minaes	0019	kebab		inm		depicted reality
cypgreek	minaes	0020	dust		mss		depicted reality
cypgreek	minaes	0021	feet	of the poor sister	bdp	M 0002	depicted reality
cypgreek	minaes	0022	headscarf		inm		depicted reality
cypgreek	minaes	0023	best woman	of the rich sister	hum		
cypgreek	minaes	0024	home	of the poor sister	loc		
cypgreek	minaes	0025	fate		abs		depicted reality
cypgreek	minaes	0026	home		loc		depicted reality
cypgreek	minaes	0027	job		inm		depicted reality
cypgreek	minaes	0028	house		loc		depicted reality
cypgreek	minaes	0029	neighbour woman	of the poor sister	hum		
cypgreek	minaes	0030	bread	for the poor sister and her children	inm		
cypgreek	minaes	0031	tent	found by poor sister	loc		
cypgreek	minaes	0032	they	people living in the tent	hum		
cypgreek	minaes	0033	pie	for poor sister from 032	inm		
cypgreek	minaes	0034	olives	for poor sister from 032	inm		
cypgreek	minaes	0035	it	pie and olives	inm	> 0033, 0034	
cypgreek	minaes	0036	bed		inm		depicted reality
cypgreek	minaes	0037	neighbour woman		hum		depicted reality
cypgreek	minaes	0038	we	mother and her children	hum	> 0002, 0003	depicted reality
cypgreek	minaes	0039	bread		inm		depicted reality
cypgreek	minaes	0040	pie	for the poor sister's children	inm		depicted reality
cypgreek	minaes	0041	olives	for the poor sister's children	inm		depicted reality
cypgreek	minaes	0042	January		tme		depicted reality
cypgreek	minaes	0043	grass		mss		depicted reality
cypgreek	minaes	0044	he	one of the 12 men in the tent	hum	< 0032	
cypgreek	minaes	0045	February		tme		depicted reality
cypgreek	minaes	0046	March		tme		depicted reality
cypgreek	minaes	0047	bread		mss		depicted reality
cypgreek	minaes	0048	wind		mss		depicted reality
cypgreek	minaes	0049	he	one of the 12 men in the tent	hum	< 0032	
cypgreek	minaes	0050	breads	some of the bread that the poor sister makes is sold by the rich sister	mss	M 0007	
cypgreek	minaes	0051	bread	part of the bread that the poor sister makes and that is not given to her	mss	M 0007	
cypgreek	minaes	0052	three pies	three pies for the poor sister and her children	inm		
cypgreek	minaes	0053	nine olives	nine olives for the poor sister and her children	inm		
cypgreek	minaes	0054	box	box full of gold coins for the poor sister and her children	inm		
cypgreek	minaes	0055	little piece	of the pies	inm	M 0052	
cypgreek	minaes	0056	olive	one olive for the poor sister	inm	M 0053	
cypgreek	minaes	0057	they	the poor sister and her children	hum	> 0002, 0003	
cypgreek	minaes	0058	three	repentances	abs		
cypgreek	minaes	0059	ten	repentances	abs		
cypgreek	minaes	0060	bread	from the neighbor woman	inm		
cypgreek	minaes	0061	wheat	three kilos wheat from the neighbor woman	inm		
cypgreek	minaes	0062	bags	in poor sister's home	inm		
cypgreek	minaes	0063	night		tme		
cypgreek	minaes	0064	box	for the rich sister	inm		
cypgreek	minaes	0065	morning	the morning when the rich sister opens the box	tme		
cypgreek	minaes	0066	house	other house where the rich sister opens the box	loc		
cypgreek	minaes	0067	snakes	coming out of the box	anm		
cypgreek	minaes	0068	monsters	coming out of the box	anm		
cypgreek	minaes	0069	coin snakes	coming out of the box	anm		
cypgreek	minaes	0070	they	snakes, monsters and coin snakes out of the box	anm	> 0067, 0068, 0069	
cypgreek	minaes	0071	seeds		mss		depicted reality
cypgreek	minaes	0072	April		tme		depicted reality
cypgreek	minaes	0073	May		tme		depicted reality
cypgreek	minaes	0074	apricots		inm		depicted reality
cypgreek	minaes	0075	cucumbers		inm		depicted reality
cypgreek	minaes	0076	courgettes		inm		depicted reality
cypgreek	minaes	0077	foods	fresh foods	inm		depicted reality
cypgreek	minaes	0078	June		tme		depicted reality
cypgreek	minaes	0079	figs		inm		depicted reality
cypgreek	minaes	0080	grapes		inm		depicted reality
cypgreek	minaes	0081	July		tme		depicted reality
cypgreek	minaes	0082	prickly pears		inm		depicted reality
cypgreek	minaes	0083	watermelons		inm		depicted reality
cypgreek	minaes	0084	August		tme		depicted reality
cypgreek	minaes	0085	October		tme		depicted reality
cypgreek	minaes	0086	November		tme		depicted reality
cypgreek	minaes	0087	December		tme		depicted reality
cypgreek	minaes	0088	months		tme	> 0045, 0046, 0072, 0042, 0081, 0078, 0073, 0087, 0086, 0085, 0084	depicted reality
cypgreek	minaes	0089	repentances		inm		depicted reality
cypgreek	minaes	0090	pillow		inm		depicted reality
cypgreek	minaes	0090	money	for the wheat and the bread	inm		depicted reality
cypgreek	minaes	0091	breads	for the children	inm		depicted reality
cypgreek	minaes	0091	money	rich sister's money	inm		depicted reality
cypgreek	minaes	0092	it	some of the pies and olives	inm	M 0052, 0053	depicted reality
cypgreek	minaes	0092	scarf		inm		depicted reality
cypgreek	minaes	0093	fate		abs		depicted reality
cypgreek	minaes	0093	head	of the poor sister	bdp	M 0002	depicted reality
cypgreek	minaes	0094	ten	repentances	inm		depicted reality
cypgreek	minaes	0094	legs	of the poor sister	bdp	M 0002	depicted reality
cypgreek	minaes	0095	money		inm		depicted reality
cypgreek	minaes	0095	son	one of the two sons	hum	< 0005	depicted reality
cypgreek	minaes	0096	bread		inm		depicted reality
cypgreek	minaes	0096	desks	six desks	inm		depicted reality
cypgreek	minaes	0097	wheat		mss		depicted reality
cypgreek	minaes	0097	house	of the rich sister	loc		depicted reality
cypgreek	minaes	0098	kilos	of wheat	inm		depicted reality
cypgreek	minaes	0098	morning	the mornings in March	tme		depicted reality
cypgreek	minaes	0099	donkey		anm		depicted reality
cypgreek	minaes	0100	noon	in March	tme		depicted reality
cypgreek	minaes	0101	heat	in March	inm		depicted reality
cypgreek	minaes	0102	heat	in April	inm		depicted reality
cypgreek	minaes	0103	sweat		mss		depicted reality
cypgreek	minaes	0104	month		inm		depicted reality
cypgreek	minaes	0105	pillow	of the rich sister	inm		depicted reality
cypgreek	minaes	0106	morning		tme		depicted reality
cypgreek	minaes	0107	husband	rich sister's husband	hum		depicted reality
cypgreek	minaes	0108	house	other house where the rich sister opens the box	loc		depicted reality
cypgreek	minaes	0109	fate	rich sister's fate	abs		depicted reality
cypgreek	psarin	0001	kojakarin	old woman, mother of 0002	hum		
cypgreek	psarin	0002	yon	son of 0001	hum		
cypgreek	psarin	0003	they	old woman and her son	hum	> 0002, 0001	
cypgreek	psarin	0004	ta	the nets for fishing	inm		
cypgreek	psarin	0005	arseran	skylight; place where 0004 are stored	loc		
cypgreek	psarin	0006	kofinan	big basket that the son fills with fish	inm		
cypgreek	psarin	0007	village	village in which the old woman and her son live	loc		
cypgreek	psarin	0008	kavenen	coffee shop where he sells the fishes	loc		
cypgreek	psarin	0009	fish	the fishes he caught	mss		
cypgreek	psarin	0010	rial'a	coins that he gets for selling the fishes	inm		
cypgreek	psarin	0011	akran	edge of the beach	loc		
cypgreek	psarin	0012	psarin	a big fish	anm		
cypgreek	psarin	0013	kark'an	heart of the big fish	bdp	M 0012	
cypgreek	psarin	0014	xanappin	vessel found in the big fish	inm		
cypgreek	psarin	0015	yemata	blood on the vessel	mss		
cypgreek	psarin	0016	neron	water used to wash the vessel	mss		
cypgreek	psarin	0017	lires	pounds from the vessel	mss		
cypgreek	psarin	0018	krasin	wine	mss		
cypgreek	psarin	0019	kandilan	glass	inm		
cypgreek	psarin	0020	tavlin	table	inm		
cypgreek	psarin	0021	lires	pounds from the wine	mss		
cypgreek	psarin	0022	ghon'an	corner	loc		
cypgreek	psarin	0023	lires	pounds filling a corner of the house	mss		
cypgreek	psarin	0024	xorkon	village the son goes to	loc		
cypgreek	psarin	0025	xorkon	other village the son goes to	loc		
cypgreek	psarin	0026	kambon	a barren field	loc		
cypgreek	psarin	0027	palatin	royal palace	loc		
cypgreek	psarin	0028	kori	daughter of 0029	hum		
cypgreek	psarin	0029	vasilia	king, father of 0028	hum		
cypgreek	psarin	0030	yallokluvin	glass cage	inm		
cypgreek	psarin	0031	dhules	two servants	hum		
cypgreek	psarin	0032	fundanan	fountain in the royal palace	loc		
cypgreek	psarin	0033	kuzes	clay pots	inm		
cypgreek	psarin	0034	mairas	the cook	hum		
cypgreek	psarin	0035	them	the old woman's son and the king's daughter	hum	> 0002, 0028	
cypgreek	psarin	0036	things	things to cook and eat for 0035	inm		
cypgreek	psarin	0037	queen	the queen, mother of 0028	hum		
cypgreek	psarin	0038	up here	location of the glass cage	loc		
cypgreek	psarin	0039	they	queen and cook	hum	> 0037, 0034	
cypgreek	psarin	0040	kapriolen	cabriolet	inm		
cypgreek	psarin	0041	they	king and queen	hum	> 0029, 0037	
cypgreek	psarin	0042	dhodhekadhas	dozen	hum		
cypgreek	psarin	0043	my man		hum		depicted reality
cypgreek	psarin	0044	my	woman from the village	hum		depicted reality
cypgreek	psarin	0045	month	time to recover for 043	tme		depicted reality
cypgreek	psarin	0046	pelekanus	carpenters	hum		
cypgreek	psarin	0047	spitin	house for the princess	inm		
cypgreek	psarin	0048	psumnia	bread for the princess	mss		
cypgreek	psarin	0049	nera	water for the princess	mss		
cypgreek	psarin	0050	faya	food for the princess	mss		
cypgreek	psarin	0051	ruxa	clothes for the princess	mss		
cypgreek	psarin	0052	jimman	wave	mss		
cypgreek	psarin	0053	yon	son of 0028	hum		
cypgreek	psarin	0054	konajin	villa the young man builds	loc		
cypgreek	psarin	0055	lires	pounds from the vessel used to build the villa	mss		
cypgreek	psarin	0056	strata	road to the villa	loc		
cypgreek	psarin	0057	veziris	vizier	hum		
cypgreek	psarin	0058	vezirena	wife of vizier	hum		
cypgreek	psarin	0059	they	the king, the queen, the vizier and his wife	hum	> 0057, 0058, 0029, 0037	
cypgreek	psarin	0060	trapezha	tables in the villa	inm		
cypgreek	psarin	0061	pinn'an	drink	inm		
cypgreek	psarin	0062	spitin	other house	loc		
cypgreek	psarin	0063	ghamon	wedding	inm		
cypgreek	psarin	0064	I	the person telling the story	hum		
cypgreek	psarin	0065	we	people from the village	hum		depicted reality
cypgreek	psarin	0066	father	of 0002	hum		depicted reality
cypgreek	psarin	0067	work	that the father did	inm		depicted reality
cypgreek	psarin	0068	nets	to go fishing	inm		depicted reality
cypgreek	psarin	0069	skylight	place where the nets are	loc		depicted reality
cypgreek	psarin	0070	morning	the son goes fishing early in the morning	tme		
cypgreek	psarin	0071	many	fish for his mother to cook and eat	mss		
cypgreek	psarin	0072	punga	son's pocket	inm		depicted reality
cypgreek	psarin	0073	morning		tme		depicted reality
cypgreek	psarin	0074	wine		mss		depicted reality
cypgreek	psarin	0075	tablecloth		inm		depicted reality
cypgreek	psarin	0076	house	of the old woman	loc		
cypgreek	psarin	0077	neron		mss		depicted reality
cypgreek	psarin	0078	it	the water in his vessel	mss		
cypgreek	psarin	0079	lires	the coins from the vessel	mss		depicted reality
cypgreek	psarin	0080	them	the coins from the vessel	mss		depicted reality
cypgreek	psarin	0081	queen	mother of girl	hum		depicted reality
cypgreek	psarin	0082	lires	punds	mss		depicted reality
cypgreek	psarin	0083	us		hum		depicted reality
cypgreek	psarin	0084	nights	three nights	tme		depicted reality
cypgreek	psarin	0085	nights	three nights	tme		
cypgreek	psarin	0086	we	the girl and the son	hum	> 0002, 0028	depicted reality
cypgreek	psarin	0087	cabriolet		inm		depicted reality
cypgreek	psarin	0088	dozen		hum		depicted reality
cypgreek	psarin	0089	we		hum		depicted reality
cypgreek	psarin	0090	babies	two babies	hum		depicted reality
cypgreek	psarin	0091	box		inm		depicted reality
cypgreek	psarin	0092	news	from the village	abs		depicted reality
cypgreek	psarin	0093	party		inm		depicted reality
cypgreek	psarin	0094	tablecloths		inm		depicted reality
cypgreek	psarin	0095	one	one of the visitors	hum	< 0059	depicted reality
cypgreek	psarin	0096	we		hum		depicted reality
cypgreek	psarin	0097	kolon	ass	bdp		depicted reality
english	devon01	0000	(speaker)		hum		
english	devon01	0001	(interviewer)		hum		
english	devon01	0003	Moreleigh		loc		
english	devon01	0004	Churston		loc		
english	devon01	0005	the choir	at Moreleigh	abs		
english	devon01	0006	we	speaker's family	hum	> 0000	
english	devon01	0007	the priest	in Moreleigh	hum		
english	devon01	0008	mother	of speaker	hum	< 0006	
english	devon01	0009	a letter		inm		
english	devon01	0010	the priest	in Churston	hum		
english	devon01	0011	any member	of the church	hum		
english	devon01	0012	the church		abs		
english	devon01	0013	a bike		inm		
english	devon01	0014	Holston		loc		
english	devon01	0015	the choir	at Churston	abs		
english	devon01	0016	the village school		loc		
english	devon01	0017	Churston Cross		loc	> 0004	
english	devon01	0018	Churston Ferrers		loc		
english	devon01	0019	the parish		abs		
english	devon01	0020	Galmpton		loc		
english	devon01	0021	the Churston side		loc		
english	devon01	0022	Lord Churston		hum		
english	devon01	0023	the Galmpton side		loc		
english	devon01	0024	Blomiley family		hum		
english	devon01	0025	the two villages		abs	> 0004, 0020	
english	devon01	0026	the Galmpton people		hum		
english	devon01	0027	a chapel	in Galmpton	inm		
english	devon01	0028	Furzeham		loc		
english	devon01	0029	Brixham Ward		loc		
english	devon01	0030	a small part	of Galmpton	abs	M 0020	
english	devon01	0031	South Hams		loc		
english	devon01	0032	these alterations		abs		
english	devon01	0033	we	speaker and people in Churston	hum	> 0000	
english	devon01	0034	a parish council		abs		
english	devon01	0035	the management		abs		
english	devon01	0036	the rural district		abs		
english	devon01	0037	parish meeting		abs		
english	devon01	0038	the different views		abs		
english	devon01	0039	the change		abs		
english	devon01	0040	the Torbay Borough		loc		
english	devon01	0041	which	being under 0040	abs		
english	devon01	0042	they	Torbay officials	hum		
english	devon01	0043	some great improvements		abs		
english	devon01	0044	the Windy Corner		loc	< 0043	
english	devon01	0045	Churston Bridge		inm	< 0043	
english	devon01	0046	two more hiccups		abs		
english	devon01	0047	that serious accident		abs		
english	devon01	0048	it		abs		
english	devon01	0049	school days		tme		
english	devon01	0050	we	speaker and other students	hum	> 0000	
english	devon01	0051	the bell		inm		
english	devon01	0052	our hats	of 0050	inm		
english	devon01	0053	the porch		loc		
english	devon01	0054	a really good schoomaster	Wesley Waidman	hum		
english	devon01	0055	that	0054 being the church warden	abs		
english	devon01	0056	my coat	of 0000	inm		
english	devon01	0057	sixty pupils		hum	> 0000, 0050	
english	devon01	0058	the boys		hum		
english	devon01	0059	a woman teacher		hum		
english	devon01	0060	that	0058 coming to Churston	abs		
english	devon01	0061	my daughter	of 0000	hum		
english	devon01	0062	the things		abs		
english	devon01	0063	divisions		abs		
english	devon01	0064	some fields		loc		
english	devon01	0065	a farm	Lupton Barton	loc		
english	devon01	0066	the farmhouse		inm		
english	devon01	0067	the cows		anm		
english	devon01	0068	eighteen pence		inm		
english	devon01	0069	that	farming	abs		
english	devon01	0070	my father	of 0000	hum	< 0006	
english	devon01	0071	a farm		loc		
english	devon01	0072	a trade		abs		
english	devon01	0073	somebody		hum		
english	devon01	0074	a job	in a shipyard	abs		
english	devon01	0075	a shipyard	Hugh Jackson and Son	loc		
english	devon01	0076	ships		inm		
english	devon01	0077	the boss	at 0071	hum		
english	devon01	0078	your money		abs		
english	devon01	0079	that	doubling 0078	abs		
english	devon01	0080	that	(events)	abs		
english	devon01	0081	mi working	of 0000	abs		
english	devon01	0082	those animals	at 0071	anm	> 0067	
english	devon01	0083	a pig		anm		
english	devon01	0084	a toothache		abs		
english	devon01	0085	one Saturday		tme		
english	devon01	0086	the milk		mss		
english	devon01	0087	the big house	Lupton House	loc		
english	devon01	0088	the milk		mss		
english	devon01	0089	so much	milk	mss	M 0088	
english	devon01	0090	the kitchen		loc	M 0087	
english	devon01	0091	so much	milk	mss	M 0088	
english	devon01	0092	the still room		loc	M 0087	
english	devon01	0093	the still room maid		hum		
english	devon01	0094	a shilling		inm		
english	devon01	0095	Sunday morning		tme		
english	devon01	0096	Brixham		loc	M 0029	
english	devon01	0097	this tooth	of 0000	bdp	M 0000	
english	devon01	0098	the first doctor		hum		
english	devon01	0099	his books	of 0098	inm		
english	devon01	0100	mi job	at 0071	abs		
english	devon01	0101	't	life	abs		
english	devon01	0102	all the young calves		anm		
english	devon01	0103	their mothers	of 0102	anm		
english	devon01	0104	a farmer	down Churston Court	hum		
english	devon01	0105	Churston Court		loc		
english	devon01	0106	the church	in Churston	inm		
english	devon01	0107	one	cow	anm	< 0067	
english	devon01	0108	they	owners of 0071	hum	> 0077	
english	devon01	0109	the sale		abs		
english	devon01	0110	shipyard building		abs		
english	devon01	0111	the end	of the sale	abs		
english	devon01	0112	the back way		abs		
english	devon01	0113	the gap		loc		
english	devon01	0114	the railway line		loc		
english	devon01	0115	the corner		loc		
english	devon01	0116	this field		loc		
english	devon01	0117	where	0000 got over the wall	loc		
english	devon01	0118	the wall		inm		
english	devon01	0119	that	(events)	abs		
english	devon01	0120	that	(events)	abs		
english	devon01	0121	ship-wrighting		abs		
english	devon01	0122	the shipwrights		hum		
english	devon01	0123	an apprenticeship		abs		
english	devon01	0124	we	speaker and shipwrights	hum	> 0000	
english	devon01	0125	elm trees		inm		
english	devon01	0126	each apprentice		hum	> 0000	
english	devon01	0127	the saw pit		loc		
english	devon01	0128	a man		hum		
english	devon01	0129	their	shipwrights	hum	> 0126, 0128	
english	devon01	0130	steam saw		inm		
english	devon01	0131	two seven-inch slices		inm	M 0125	
english	devon01	0132	the keel		inm		
english	devon01	0133	the smaller timbers		inm		
english	devon01	0134	a band saw		inm		
english	devon01	0135	the curves		abs		
english	devon01	0136	several boats		inm		
english	devon01	0137	the list	of boats	abs		
english	devon01	0138	a fellow		hum		
english	devon01	0139	a nail		inm		
english	devon01	0140	cast iron nails		inm	> 0139	
english	devon01	0141	the wood		inm		
english	devon01	0142	the hammer		inm		
english	devon01	0143	the eye	of 0000	bdp	M 0000	
english	devon01	0144	the sight	of speaker's eye	abs		
english	devon01	0145	the compensation		abs		
english	devon01	0146	one	of the questions	abs		
english	devon01	0147	the questions		abs	> 0146	
english	devon01	0148	the accident		abs		
english	devon01	0149	mi earnings		abs		
english	devon01	0150	mi employers		hum		
english	devon01	0151	the river		loc		
english	devon01	0152	Samwell		hum		
english	devon01	0153	(zero)	Samwell's yard	loc		
english	devon01	0154	the Provident	a boat	inm		
english	devon01	0155	the man		hum		
english	devon01	0156	six years		abs		
english	devon01	0157	we	people at 0153	hum	> 0153, 0155	
english	devon01	0158	our boys	apprentices at 0153	hum		
english	devon01	0159	the name	of the first yard	abs		
english	devon01	0160	them	people at 0075	hum		
english	devon01	0161	we	speaker and people at 0153	hum	> 0000	
english	devon01	0162	three ships		inm		
english	devon01	0163	a big yacht	the Sarina	inm		
english	devon01	0164	other trawlers		inm		
english	devon01	0165	Oars Bank		hum		
english	devon01	0166	the last	speaker heard of 0163	abs		
english	devon01	0167	war	the First World War	abs		
english	devon01	0168	one	of the balloons	inm		
english	devon01	0169	these balloons		inm	> 0167	
english	devon01	0170	the planes		inm		
english	devon01	0171	that	(events)	abs		
english	devon01	0172	that	(events)	abs		
english	devon01	0173	another job		abs		
english	devon01	0174	mi bike	of speaker	inm		
english	devon01	0175	Paignton		loc		
english	devon01	0176	Livermead Cliff Hotel		inm		
english	devon01	0177	they	people working on 0176	hum		
english	devon01	0178	an extension		inm		
english	devon01	0179	the foreman		hum	< 0177	
english	devon01	0180	one Brixham chap		hum	< 0177	
english	devon01	0181	a message		abs		
english	devon01	0182	mi tools	of speaker	inm		
english	devon01	0183	the keel		loc		
english	devon01	0184	a hand-cart		inm		
english	devon01	0185	mi tool box		inm		
english	devon01	0186	this	(events)	abs		
english	devon01	0187	eye	of foreman	bdp	M 0179	
english	devon01	0188	the week		tme		
english	devon01	0189	the end	of the week	tme	M 0188	
english	devon01	0190	it	construction firm	abs		
english	devon01	0191	the job		abs		
english	devon01	0192	they	people working on 0193	hum		
english	devon01	0193	old part	of 0194	inm	M 0194	
english	devon01	0194	Torbay Hospital		inm		
english	devon01	0195	the foreman		hum	< 0192	
english	devon01	0196	that job	at 0194	abs		
english	devon01	0197	the unemployment exchange		loc		
english	devon01	0198	the man	in the exchange	hum		
english	devon01	0199	Mr Jackson		hum		
english	devon01	0200	some repair jobs		abs		
english	devon01	0201	the green card		inm		
english	devon01	0202	another chap		hum		
english	devon01	0203	we	speaker and people at 0075	hum	> 0000	
english	devon01	0204	that job		abs		
english	devon01	0205	the staging		inm		
english	devon01	0206	the yard		loc		
english	devon01	0207	the boat		inm		
english	devon01	0208	this gear		inm		
english	devon01	0209	there		loc		
english	devon01	0210	any papers		inm		
english	devon01	0211	those years		tme		
english	devon01	0212	his house	of 0199	inm		
english	devon01	0213	the money		inm		
english	devon01	0214	this paper		inm		
english	devon01	0215	two boys	of 0000	hum		
english	devon01	0216	the wife		hum		
english	devon01	0217	another job		abs		
english	devon01	0218	the fine weather		abs		
english	devon01	0219	the printers		hum		
english	devon01	0220	some postcards		inm		
english	devon01	0221	some big houses		inm		
english	devon01	0222	the letter box		inm		
english	devon01	0223	that	(events)	abs		
english	devon01	0224	mi business	of speaker	abs		
english	devon01	0225	the sore thing	about it	abs		
english	devon01	0226	these young boys		hum		
english	devon01	0227	two boys		hum	< 0226	
english	devon01	0228	the father	of one boy	hum		
english	devon01	0229	one	boy	hum	< 0227	
english	devon01	0230	the other one	boy	hum	< 0227	
english	devon01	0231	your father	of 0230	hum		
english	devon01	0232	three apprentices		hum		
english	devon01	0233	it	working on their own	abs		
english	devon01	0234	that	(events)	abs		
english	devon01	0235	a job		abs		
english	devon01	0236	the labour exchange		abs		
english	devon01	0237	it	(events)	abs		
english	devon01	0238	freedom	of 0226	abs		
english	devon01	0239	one	of 0226	hum	< 0226	
english	devon01	0240	shipbuilding days	of 0000	abs		
english	devon01	0241	apprentices		hum		
english	devon01	0242	those	apprentices	hum		
english	devon01	0243	the picture		inm		physical world object
english	devon01	0244	us	speaker and apprentices at 0075	hum	> 0075	
english	devon01	0245	men		hum		
english	devon01	0246	that	(events)	abs		
english	devon01	0247	it	work	abs		
english	devon01	0248	a ship		inm		
english	devon01	0249	't		inm		
english	devon01	0250	planking		inm		
english	devon01	0251	planks		inm		
english	devon01	0252	we	speaker and shipwrights	hum	> 0000	
english	devon01	0253	steam kiln		inm		
english	devon01	0254	your shoulder	of 0002	bdp	M 0002	
