corpus	text	refind	label	description	class	relations	notes
cypgreek	minaes	0004	girl	daughter of the poor sister	hum	< 0003	
cypgreek	minaes	0005	two boys	two sons of the poor sister	hum	< 0003	
cypgreek	minaes	0006	girl	daughter of the rich sister	hum		child of 001
cypgreek	minaes	0007	bread	made by the poor sister for the rich sister	mss		
cypgreek	minaes	0008	hands	of the poor sister	bdp	M 0002	
cypgreek	minaes	0009	dough	of the kneaded bread	mss		
cypgreek	minaes	0010	handkerchief		inm		
cypgreek	minaes	0011	korn'axtos		inm		
cypgreek	minaes	0012	apron		inm		
cypgreek	minaes	0013	flour		mss		
cypgreek	minaes	0014	ghruta		mss		
cypgreek	minaes	0015	it	the food the poor sister makes from the rest of the kneaded bread	mss		
cypgreek	minaes	0016	they	the rich sister and her best woman	hum	> 0001, 0023	
cypgreek	minaes	0017	milk		mss		depicted reality
cypgreek	minaes	0018	tea		mss		depicted reality
cypgreek	minaes	0019	kebab		inm		depicted reality
cypgreek	minaes	0020	dust		mss		depicted reality
cypgreek	minaes	0021	feet	of the poor sister	bdp	M 0002	depicted reality
cypgreek	minaes	0022	headscarf		inm		depicted reality
cypgreek	minaes	0023	best woman	of the rich sister	hum		
cypgreek	minaes	0024	home	of the poor sister	loc		
cypgreek	minaes	0025	fate		abs		depicted reality
cypgreek	minaes	0026	home		loc		depicted reality
cypgreek	minaes	0027	job		inm		depicted reality
cypgreek	minaes	0028	house		loc		depicted reality
cypgreek	minaes	0029	neighbour woman	of the poor sister	hum		
cypgreek	minaes	0030	bread	for the poor sister and her children	inm		
cypgreek	minaes	0031	tent	found by poor sister	loc		
cypgreek	minaes	0032	they	people living in the tent	hum		
cypgreek	minaes	0033	pie	for poor sister from 032	inm		
cypgreek	minaes	0034	olives	for poor sister from 032	inm		
cypgreek	minaes	0035	it	pie and olives	inm	> 0033, 0034	
cypgreek	minaes	0036	bed		inm		depicted reality
cypgreek	minaes	0037	neighbour woman		hum		depicted reality
cypgreek	minaes	0038	we	mother and her children	hum	> 0002, 0003	depicted reality
cypgreek	minaes	0039	bread		inm		depicted reality
cypgreek	minaes	0040	pie	for the poor sister's children	inm		depicted reality
cypgreek	minaes	0041	olives	for the poor sister's children	inm		depicted reality
cypgreek	minaes	0042	January		tme		depicted reality
cypgreek	minaes	0043	grass		mss		depicted reality
cypgreek	minaes	0044	he	one of the 12 men in the tent	hum	< 0032	
cypgreek	minaes	0045	February		tme		depicted reality
cypgreek	minaes	0046	March		tme		depicted reality
cypgreek	minaes	0047	bread		mss		depicted reality
cypgreek	minaes	0048	wind		mss		depicted reality
cypgreek	minaes	0049	he	one of the 12 men in the tent	hum	< 0032	
cypgreek	minaes	0050	breads	some of the bread that the poor sister makes is sold by the rich sister	mss	M 0007	
cypgreek	minaes	0051	bread	part of the bread that the poor sister makes and that is not given to her	mss	M 0007	
cypgreek	minaes	0052	three pies	three pies for the poor sister and her children	inm		
cypgreek	minaes	0053	nine olives	nine olives for the poor sister and her children	inm		
cypgreek	minaes	0054	box	box full of gold coins for the poor sister and her children	inm		
cypgreek	minaes	0055	little piece	of the pies	inm	M 0052	
cypgreek	minaes	0056	olive	one olive for the poor sister	inm	M 0053	
cypgreek	minaes	0057	they	the poor sister and her children	hum	> 0002, 0003	
cypgreek	minaes	0058	three	repentances	abs		
cypgreek	minaes	0059	ten	repentances	abs		
cypgreek	minaes	0060	bread	from the neighbor woman	inm		
cypgreek	minaes	0061	wheat	three kilos wheat from the neighbor woman	inm		
cypgreek	minaes	0062	bags	in poor sister's home	inm		
cypgreek	minaes	0063	night		tme		
cypgreek	minaes	0064	box	for the rich sister	inm		
cypgreek	minaes	0065	morning	the morning when the rich sister opens the box	tme		
cypgreek	minaes	0066	house	other house where the rich sister opens the box	loc		
cypgreek	minaes	0067	snakes	coming out of the box	anm		
cypgreek	minaes	0068	monsters	coming out of the box	anm		
cypgreek	minaes	0069	coin snakes	coming out of the box	anm		
cypgreek	minaes	0070	they	snakes, monsters and coin snakes out of the box	anm	> 0067, 0068, 0069	
cypgreek	minaes	0071	seeds		mss		depicted reality
cypgreek	minaes	0072	April		tme		depicted reality
cypgreek	minaes	0073	May		tme		depicted reality
cypgreek	minaes	0074	apricots		inm		depicted reality
cypgreek	minaes	0075	cucumbers		inm		depicted reality
cypgreek	minaes	0076	courgettes		inm		depicted reality
cypgreek	minaes	0077	foods	fresh foods	inm		depicted reality
cypgreek	minaes	0078	June		tme		depicted reality
cypgreek	minaes	0079	figs		inm		depicted reality
cypgreek	minaes	0080	grapes		inm		depicted reality
cypgreek	minaes	0081	July		tme		depicted reality
cypgreek	minaes	0082	prickly pears		inm		depicted reality
cypgreek	minaes	0083	watermelons		inm		depicted reality
cypgreek	minaes	0084	August		tme		depicted reality
cypgreek	minaes	0085	October		tme		depicted reality
cypgreek	minaes	0086	November		tme		depicted reality
cypgreek	minaes	0087	December		tme		depicted reality
cypgreek	minaes	0088	months		tme	> 0045, 0046, 0072, 0042, 0081, 0078, 0073, 0087, 0086, 0085, 0084	depicted reality
cypgreek	minaes	0089	repentances		inm		depicted reality
cypgreek	minaes	0090	pillow		inm		depicted reality
cypgreek	minaes	0091	breads	for the children	inm		depicted reality
cypgreek	minaes	0092	it	some of the pies and olives	inm	M 0052, 0053	depicted reality
cypgreek	minaes	0093	fate		abs		depicted reality
cypgreek	minaes	0094	ten	repentances	inm		depicted reality
cypgreek	minaes	0095	money		inm		depicted reality
cypgreek	minaes	0096	bread		inm		depicted reality
cypgreek	minaes	0097	wheat		mss		depicted reality
cypgreek	minaes	0098	kilos	of wheat	inm		depicted reality
cypgreek	minaes	0090	money	for the wheat and the bread	inm		depicted reality
cypgreek	minaes	0091	money	rich sister's money	inm		depicted reality
cypgreek	minaes	0092	scarf		inm		depicted reality
cypgreek	minaes	0093	head	of the poor sister	bdp	M 0002	depicted reality
cypgreek	minaes	0094	legs	of the poor sister	bdp	M 0002	depicted reality
cypgreek	minaes	0095	son	one of the two sons	hum	< 0005	depicted reality
cypgreek	minaes	0096	desks	six desks	inm		depicted reality
cypgreek	minaes	0097	house	of the rich sister	loc		depicted reality
cypgreek	minaes	0098	morning	the mornings in March	tme		depicted reality
cypgreek	minaes	0099	donkey		anm		depicted reality
cypgreek	minaes	0100	noon	in March	tme		depicted reality
cypgreek	minaes	0101	heat	in March	inm		depicted reality
cypgreek	minaes	0102	heat	in April	inm		depicted reality
cypgreek	minaes	0103	sweat		mss		depicted reality
cypgreek	minaes	0104	month		inm		depicted reality
cypgreek	minaes	0105	pillow	of the rich sister	inm		depicted reality
cypgreek	minaes	0106	morning		tme		depicted reality
cypgreek	minaes	0107	husband	rich sister's husband	hum		depicted reality
cypgreek	minaes	0108	house	other house where the rich sister opens the box	loc		depicted reality
cypgreek	minaes	0109	fate	rich sister's fate	abs		depicted reality
cypgreek	psarin	0001	kojakarin	old woman, mother of 0002	hum		
cypgreek	psarin	0002	yon	son of 0001	hum		
cypgreek	psarin	0003	they	old woman and her son	hum	> 0002, 0001	
cypgreek	psarin	0004	ta	the nets for fishing	inm		
cypgreek	psarin	0005	arseran	skylight; place where 0004 are stored	loc		
cypgreek	psarin	0006	kofinan	big basket that the son fills with fish	inm		
cypgreek	psarin	0007	village	village in which the old woman and her son live	loc		
cypgreek	psarin	0008	kavenen	coffee shop where he sells the fishes	loc		
cypgreek	psarin	0009	fish	the fishes he caught	mss		
cypgreek	psarin	0010	rial'a	coins that he gets for selling the fishes	inm		
cypgreek	psarin	0011	akran	edge of the beach	loc		
cypgreek	psarin	0012	psarin	a big fish	anm		
cypgreek	psarin	0013	kark'an	heart of the big fish	bdp	M 0012	
cypgreek	psarin	0014	xanappin	vessel found in the big fish	inm		
cypgreek	psarin	0015	yemata	blood on the vessel	mss		
cypgreek	psarin	0016	neron	water used to wash the vessel	mss		
cypgreek	psarin	0017	lires	pounds from the vessel	mss		
cypgreek	psarin	0018	krasin	wine	mss		
cypgreek	psarin	0019	kandilan	glass	inm		
cypgreek	psarin	0020	tavlin	table	inm		
cypgreek	psarin	0021	lires	pounds from the wine	mss		
cypgreek	psarin	0022	ghon'an	corner	loc		
cypgreek	psarin	0023	lires	pounds filling a corner of the house	mss		
cypgreek	psarin	0024	xorkon	village the son goes to	loc		
cypgreek	psarin	0025	xorkon	other village the son goes to	loc		
cypgreek	psarin	0026	kambon	a barren field	loc		
cypgreek	psarin	0027	palatin	royal palace	loc		
cypgreek	psarin	0028	kori	daughter of 0029	hum		
cypgreek	psarin	0029	vasilia	king, father of 0028	hum		
cypgreek	psarin	0030	yallokluvin	glass cage	inm		
cypgreek	psarin	0031	dhules	two servants	hum		
cypgreek	psarin	0032	fundanan	fountain in the royal palace	loc		
cypgreek	psarin	0033	kuzes	clay pots	inm		
cypgreek	psarin	0034	mairas	the cook	hum		
cypgreek	psarin	0035	them	the old woman's son and the king's daughter	hum	> 0002, 0028	
cypgreek	psarin	0036	things	things to cook and eat for 0035	inm		
cypgreek	psarin	0037	queen	the queen, mother of 0028	hum		
cypgreek	psarin	0038	up here	location of the glass cage	loc		
cypgreek	psarin	0039	they	queen and cook	hum	> 0037, 0034	
cypgreek	psarin	0040	kapriolen	cabriolet	inm		
cypgreek	psarin	0041	they	king and queen	hum	> 0029, 0037	
cypgreek	psarin	0042	dhodhekadhas	dozen	hum		
cypgreek	psarin	0043	my man		hum		depicted reality
cypgreek	psarin	0044	my	woman from the village	hum		depicted reality
cypgreek	psarin	0045	month	time to recover for 043	tme		depicted reality
cypgreek	psarin	0046	pelekanus	carpenters	hum		
cypgreek	psarin	0047	spitin	house for the princess	inm		
cypgreek	psarin	0048	psumnia	bread for the princess	mss		
cypgreek	psarin	0049	nera	water for the princess	mss		
cypgreek	psarin	0050	faya	food for the princess	mss		
cypgreek	psarin	0051	ruxa	clothes for the princess	mss		
cypgreek	psarin	0052	jimman	wave	mss		
cypgreek	psarin	0053	yon	son of 0028	hum		
cypgreek	psarin	0054	konajin	villa the young man builds	loc		
cypgreek	psarin	0055	lires	pounds from the vessel used to build the villa	mss		
cypgreek	psarin	0056	strata	road to the villa	loc		
cypgreek	psarin	0057	veziris	vizier	hum		
cypgreek	psarin	0058	vezirena	wife of vizier	hum		
cypgreek	psarin	0059	they	the king, the queen, the vizier and his wife	hum	> 0057, 0058, 0029, 0037	
cypgreek	psarin	0060	trapezha	tables in the villa	inm		
cypgreek	psarin	0061	pinn'an	drink	inm		
cypgreek	psarin	0062	spitin	other house	loc		
cypgreek	psarin	0063	ghamon	wedding	inm		
cypgreek	psarin	0064	I	the person telling the story	hum		
cypgreek	psarin	0065	we	people from the village	hum		depicted reality
cypgreek	psarin	0066	father	of 0002	hum		depicted reality
cypgreek	psarin	0067	work	that the father did	inm		depicted reality
cypgreek	psarin	0068	nets	to go fishing	inm		depicted reality
cypgreek	psarin	0069	skylight	place where the nets are	loc		depicted reality
cypgreek	psarin	0070	morning	the son goes fishing early in the morning	tme		
cypgreek	psarin	0071	many	fish for his mother to cook and eat	mss		
cypgreek	psarin	0072	punga	son's pocket	inm		depicted reality
cypgreek	psarin	0073	morning		tme		depicted reality
cypgreek	psarin	0074	wine		mss		depicted reality
cypgreek	psarin	0075	tablecloth		inm		depicted reality
cypgreek	psarin	0076	house	of the old woman	loc		
cypgreek	psarin	0077	neron		mss		depicted reality
cypgreek	psarin	0078	it	the water in his vessel	mss		
cypgreek	psarin	0079	lires	the coins from the vessel	mss		depicted reality
cypgreek	psarin	0080	them	the coins from the vessel	mss		depicted reality
cypgreek	psarin	0081	queen	mother of girl	hum		depicted reality
cypgreek	psarin	0082	lires	punds	mss		depicted reality
cypgreek	psarin	0083	us		hum		depicted reality
cypgreek	psarin	0084	nights	three nights	tme		depicted reality
cypgreek	psarin	0085	nights	three nights	tme		
cypgreek	psarin	0086	we	the girl and the son	hum	> 0002, 0028	depicted reality
cypgreek	psarin	0087	cabriolet		inm		depicted reality
cypgreek	psarin	0088	dozen		hum		depicted reality
cypgreek	psarin	0089	we		hum		depicted reality
cypgreek	psarin	0090	babies	two babies	hum		depicted reality
cypgreek	psarin	0091	box		inm		depicted reality
cypgreek	psarin	0092	news	from the village	abs		depicted reality
cypgreek	psarin	0093	party		inm		depicted reality
cypgreek	psarin	0094	tablecloths		inm		depicted reality
cypgreek	psarin	0095	one	one of the visitors	hum	< 0059	depicted reality
cypgreek	psarin	0096	we		hum		depicted reality
cypgreek	psarin	0097	kolon	ass	bdp		depicted reality
nkurd	muserz01	0001	Harûnê Rešît	Harun Resit	hum		
nkurd	muserz01	0002	kurekî wî	son of Harun Resit	hum	> 0064; < 0066, 0078	
nkurd	muserz01	0003	ewê	those who draw on the knowledge of astrology	hum		
nkurd	muserz01	0004	stêrka	stars	inm		
nkurd	muserz01	0006	cînarê te	neighbor	hum		
nkurd	muserz01	0007	jinekî	daughter neighbor will have	hum		
nkurd	muserz01	0008	nod û neha heba	ninety-nine men that 0007 will sleep with	hum		
nkurd	muserz01	0009	qederê	destiny of 0002	abs		
nkurd	muserz01	0010	zêrê wî	gold of 0002	inm		
nkurd	muserz01	0011	merifa	men of 0002	hum	> 0015	
nkurd	muserz01	0012	xanîye xwe	house of 0002	loc		
nkurd	muserz01	0013	malê	houses around 0012	loc		
nkurd	muserz01	0014	hefta	a week / seven days that it will take a neighbor of 0002 to get pregnant	tme		
nkurd	muserz01	0015	yekê wî	one of 0011	hum	< 0011	
nkurd	muserz01	0016	me	0011 and 0002	hum		
nkurd	muserz01	0017	dê	mother 0002 believes to be 0006	hum	< 0020	
nkurd	muserz01	0018	bavê	husband of 0017	hum	< 0020	
nkurd	muserz01	0019	wê	daughter 0002 believes to be 0007	hum	< 0060, 0078	
nkurd	muserz01	0020	hun	0017 and 0018	hum	> 0017, 0018	
nkurd	muserz01	0021	zêr	weight of daughter in gold	inm		
nkurd	muserz01	0022	sandiqekî	a box of iron	inm		
nkurd	muserz01	0023	Kêra xwe	knife of 0002	inm		
nkurd	muserz01	0024	qirika kecikê	throat of 0019	bdp	M 0019	
nkurd	muserz01	0025	merifekî	a man without children	hum	< 0034	
nkurd	muserz01	0026	masîyan	fish that 0025 catches	anm		
nkurd	muserz01	0027	jinik	wife of 0025	hum	< 0034	
nkurd	muserz01	0028	tora xwe	net of 0025	inm		
nkurd	muserz01	0029	hespê	horse of 0025	anm	> 0152	
nkurd	muserz01	0030	ereba xwe	cart for 0029	inm		
nkurd	muserz01	0031	malê	home of 0025	loc		
nkurd	muserz01	0032	derî	door of 0031	loc	M 0031	
nkurd	muserz01	0033	xwedê	God	abs		
nkurd	muserz01	0034	em	0025 and 0027	hum	> 0025, 0027	
nkurd	muserz01	0035	kakûça	hammers of 0034	inm		
nkurd	muserz01	0036	kilît	locks of 0022	inm		
nkurd	muserz01	0037	hekîma	doctors 0034 call	hum		
nkurd	muserz01	0038	çavê	eyes of 0019	bdp	M 0019	
nkurd	muserz01	0039	gundî	villagers of 0019 and 0034	hum		
nkurd	muserz01	0040	gundê	village of 0039 and 0019 and 0034	loc		
nkurd	muserz01	0041	gencê	youths of 0040	hum		
nkurd	muserz01	0042	min	(narrator of story)	hum		not part of story
nkurd	muserz01	0043	adekî	island below 0040	loc		
nkurd	muserz01	0044	ormanekî	forest of 0043	loc		
nkurd	muserz01	0045	hevalê	friends of 0019	hum		
nkurd	muserz01	0046	došekê	bedding for 0019	inm	< 0049, 0051	
nkurd	muserz01	0047	balîfê	cushions for 0019	inm	< 0049, 0051	
nkurd	muserz01	0048	xwarinê	food for 0019	inm	< 0049	
nkurd	muserz01	0049	ZERO	0046 + 0047 + 0048	inm	> 0046, 0047, 0048	
nkurd	muserz01	0050	çîkî	kind of home for 0019 in forest of island	loc		
nkurd	muserz01	0051	yataxekî	0046 + 0047	inm	> 0046, 0047	
nkurd	muserz01	0052	bendekî	belt of 0019	inm		
nkurd	muserz01	0053	girêkekî	notch in 0052	inm		
nkurd	muserz01	0054	merifa	99 men she has slept with (see also 0008)	hum		
nkurd	muserz01	0055	šehrekî	town 0019 comes through	loc		
nkurd	muserz01	0056	soqaqekî	a street of 0055	loc		
nkurd	muserz01	0057	çaršûye	market of 0055	loc		
nkurd	muserz01	0058	pîrekî	old woman	hum	< 0060	
nkurd	muserz01	0059	odekî	room for 0019 from 0058	loc		
nkurd	muserz01	0060	me	0058 + 0019	hum	> 0058, 0019	
nkurd	muserz01	0061	malê	home of 0060	loc	> 0062, 0063	
nkurd	muserz01	0062	odekî	room of 0061	loc	M 0061	
nkurd	muserz01	0063	derî	door of 0062	inm	M 0062, 0061	
nkurd	muserz01	0064	rûyê	beard of 0002	bdp	M 0002	
nkurd	muserz01	0065	hevalê	friends of 0002	hum	< 0066	
nkurd	muserz01	0066	em	0002 + 0065	hum	> 0002, 0065, 0077, 0125	
nkurd	muserz01	0067	Stembolê	Istanbul	loc		
nkurd	muserz01	0068	dinyê	the world	inm		
nkurd	muserz01	0069	qîza	girl 0002 wants to meet on the world tour	hum		
nkurd	muserz01	0070	Müzê	museum of 0055	loc		
nkurd	muserz01	0071	antîqê	historical sites of 0055	loc		
nkurd	muserz01	0072	loqantê	restaurant 0066 eat in	loc		
nkurd	muserz01	0073	soqaqa	street of 0061	inm		
nkurd	muserz01	0074	xesîra	sleeping mat of 0058	inm		
nkurd	muserz01	0075	te	(listener)	hum		not part of story
nkurd	muserz01	0076	zêra	ten pieces of gold from 0002 to 0058	inm	> 0123, 0124	
nkurd	muserz01	0077	hevalek	one of 0066	hum	< 0066	
nkurd	muserz01	0078	em	0002 + 0019	hum	> 0002, 0019	
nkurd	muserz01	0079	šehrê	city of Basra	loc		
nkurd	muserz01	0080	oda	room of 0078	loc		
nkurd	muserz01	0081	çekê	clothes of 0019	inm		
nkurd	muserz01	0082	lawan	sons of 0002 + 0019	hum		
nkurd	muserz01	0083	pirabokê	witch that chooses hour of death of 0019	anm		
nkurd	muserz01	0084	hostan	craftsmen	hum	< 0087	
nkurd	muserz01	0085	mîmaran	architects	hum	< 0087	
nkurd	muserz01	0086	mihendizan	engineers	hum	< 0087	
nkurd	muserz01	0087	hun	0084 + 0085 + 0086	hum	> 0084, 0085, 0086	
nkurd	muserz01	0088	koškekî	castle	loc	> 0089, 0090, 0091, 0092, 0133	
nkurd	muserz01	0089	derîyan	doors of 0088	inm	> 0092, 0135, 0136; M 0088	
nkurd	muserz01	0090	qulê	keyhole of 0088	inm	M 0088	
nkurd	muserz01	0091	dîwar	wall of 0088	inm	M 0088	
nkurd	muserz01	0092	kîlît	key of 0089	inm	M 0088	
nkurd	muserz01	0093	Koškekî	actually built palace (see also 0088)	loc	> 0094	
nkurd	muserz01	0094	derê	doors of 0093	inm	M 0093	
nkurd	muserz01	0095	law	two sons of 0019 +  0002	hum		
nkurd	muserz01	0096	nigê	feet of 0019	bdp	M 0019	
nkurd	muserz01	0097	jêlî	needle of 0083	inm		
nkurd	muserz01	0098	mezal	grave	inm		
nkurd	muserz01	0099	mezal	graveyard	loc		
nkurd	muserz01	0100	bot	boats	inm		
nkurd	muserz01	0101	nav	name of son	abs		
nkurd	muserz01	0102	emr	age of Mihemed	abs		
nkurd	muserz01	0103	ilm	knowledge of astronomy	abs		
nkurd	muserz01	0104	malê	neighbor's house	loc		
nkurd	muserz01	0105	çax	age of marriage	abs		
nkurd	muserz01	0106	helal	religious ceremony	abs		
nkurd	muserz01	0107	der	place where daughter is born	loc		
nkurd	muserz01	0108	mov	slice of skin	bdp	M 0019	
nkurd	muserz01	0109	xwedê	God	abs		
nkurd	muserz01	0110	bela	misfortune	abs		
nkurd	muserz01	0111	derd	trouble of the cut up girl	abs		
nkurd	muserz01	0112	deniz	sea	loc		
nkurd	muserz01	0113	qet	pieces of the girl	bdp	M 0019	
nkurd	muserz01	0114	xirab	bad habits	abs		
nkurd	muserz01	0115	heq	reward for sleeping with a man	abs		
nkurd	muserz01	0116	çî	the mountains	loc		
nkurd	muserz01	0117	dev	coast	loc		
nkurd	muserz01	0118	mesref	costs for girl	abs		
nkurd	muserz01	0119	nan	food for 0019	inm		
nkurd	muserz01	0120	nan	midday meal	inm		
nkurd	muserz01	0121	qayîk	boats	inm		
nkurd	muserz01	0122	kîbîr	arrogance	abs		
nkurd	muserz01	0123	zêr	eight gold pieces	inm	< 0076	
nkurd	muserz01	0124	zer	two gold pieces	inm	< 0076	
nkurd	muserz01	0125	çav	eyes of 0066	bdp	M 0066	
nkurd	muserz01	0126	zer	gold for girl	inm		
nkurd	muserz01	0127	ro	forty days	tme		
nkurd	muserz01	0128	mahra	marriage ceremony	abs		
nkurd	muserz01	0129	ecel	hour of death	abs		
nkurd	muserz01	0130	emir	orders	abs		
nkurd	muserz01	0131	av	water	inm		
nkurd	muserz01	0132	kanî	well	inm		
nkurd	muserz01	0133	erd	floor of the palace	inm	M 0088	
nkurd	muserz01	0134	salon	living room	loc		
nkurd	muserz01	0135	derî	door of 0088	inm	M 0089	
nkurd	muserz01	0136	derî	door of 0088	inm	M 0089	
nkurd	muserz01	0137	desmej	ritual ablutions	abs		
nkurd	muserz01	0138	fal	fortunes told by the fortune tellers	abs		
nkurd	muserz01	0139	remil	dices to tell fortune	inm		
nkurd	muserz01	0140	qeder	destinies of people	abs		
nkurd	muserz01	0141	insan	people	hum		
nkurd	muserz01	0142	sebeb	cause for 0002 not being married	abs		
nkurd	muserz01	0143	peya	watchman	hum		
nkurd	muserz01	0144	fal	prediction by fortune tellers about marriage of 0002	abs		
nkurd	muserz01	0145	xatir	satisfaction of 0002	abs		
nkurd	muserz01	0146	tesir	influence of 0002	abs		
nkurd	muserz01	0147	ci	distant place	loc		
nkurd	muserz01	0148	kar	work	abs		
nkurd	muserz01	0149	idar	livelihood	abs		
nkurd	muserz01	0150	masi	fish	anm		
nkurd	muserz01	0151	deng	sound of the hooves of the horses	abs		
nkurd	muserz01	0152	nig	horses' hooves	bdp	M 0029	
nkurd	muserz03	0001	šahê	king of the fairies	hum	< 0022	
nkurd	muserz03	0002	qîzekî	daughter of the king, dove	hum	> 0005; < 0022, 0024	
nkurd	muserz03	0003	melekî	mullah	hum	< 0024	
nkurd	muserz03	0004	destê	hand of mullah	bdp	M 0003	
nkurd	muserz03	0005	nigê	leg of the dove	bdp	M 0002	
nkurd	muserz03	0006	adekî	island	loc		
nkurd	muserz03	0007	pêya	foot of the Mullah	bdp	M 0003	
nkurd	muserz03	0008	serî	head of th Mullah	bdp	M 0003	
nkurd	muserz03	0009	çav-mave	eye of the mullah	bdp	M 0003	
nkurd	muserz03	0010	gûl	roses	inm		
nkurd	muserz03	0011	sosin	lilies	inm		
nkurd	muserz03	0012	çiçek	flowers	inm		
nkurd	muserz03	0013	dar	trees	inm		
nkurd	muserz03	0014	koškekî	palace	loc	> 0015	
nkurd	muserz03	0015	derî	door of the palace	inm	M 0014	
